incident_summary,true_label,pred_label,raw_output
"Two top cadres of the CPI-Maoist surrendered in Jharkhand, Police said. The two - one of them Viswanath Singh, the Kharwar 'zonal commander' - surrendered before Jharkhand DGP G.S. Rath.",Maoist,Maoist,Maoist
"CPI-Maoist cadres fired on a CRPF base in Kosnar forest, triggering an exchange of fire with the Security Force personnel in Narayanpur District. However, no causalities were reported.",Maoist,Maoist,Maoist
"The teams of the Gadchiroli Police carried out an operation in the forest near Pipli (Burgi) in Gadchiroli District and arrested five Maoist cadres. The Police recovered four manually loading guns and ammunition from their possession. The arrested Maoists are identified as Buccha Pungati (23), Manku Pada (22), Madi Lekami (30), Madi Pungati (40) and Vinod Pada (21), all residents of Pipli (Burgi).",Security,Security,Security
An alleged CPI-Maoist cadre Bhimrao Bhowate alias Bhanu was taken into Police custody for his reported involvement in Left-Wing Extremist activities in Nagpur.,Security,Security,Security
A squad member of the Korukonda 'area committee' of the CPI- Maoist and five militia members of the party surrendered before Visakha Rural Police in Visakhapatnam District.,Maoist,Security,Security
A group of 60 armed cadres of the CPI-Maoist abducted 11 villagers from Loda village in Kaimur District and also took away their licensed weapons.,Maoist,Maoist,Maoist
"At least 25 tribals are killed and 40 others sustained injuries in a landmine blast triggered by the CPI-Maoist near Eklagoda village, in the jurisdiction of Arabore Police station of Dantewada District.",Maoist,Maoist,Maoist
"A Special Guerrilla Squad member and a militia 'commander' besides, four militia members of the CPI-Maoist were arrested",Security,Security,Security
"In another encounter in a forest near Dadargarh village in Kanker District, the Police seized weapons including SLR rifle.",Security,Unknown,Unknown
"Rajesh Mallick (30), a suspected CPI-Maoist supporter, who was arrested by Police on July 6, 2010 and was out on bail recently, was allegedly beaten to death by two of his relatives and the body was thrown into the turbulent Padma river near Pipalapanka in Ganjam District's Sorada Police Station limit. Though Rajesh was killed on September 24, the incident came to light, after Police arrested Bansi Mallick, uncle of the deceased who is one of the two accused.",Unknown,Unknown,Unknown
"Two suspected Maoists, identified as Suraj Aru and Suresh Prasad were arrested and seven weapons including three country-made rifles and an equal number of country-made pistols were recovered during a joint operation conducted by the District Police, STF and CRPF in Madanpur area in Aurangabad District.",Security,Security,Security
"A contractor, identified as Dhananjay Padishala, was arrested from Gadchiroli District for allegedly carrying a consignment for CPI-Maoist.",Security,Security,Security
"Five Maoists, identified as Tati Sarita (22), Erma Suklu (25), Michhya Banga (20), Michhya Suklu (30) and Punem Ramesh (30), were arrested during a joint-search operation conducted by Police and BSF troopers at Modakpal in Bijapur District.",Security,Security,Security
"Suspected Maoists threatened two traders from Andhra Pradesh, engaged in cotton and tobacco business and who have been residing in Suludi-Katiki village under Ramanaguda block of Rayagada District. According to the report, a group of persons in black uniform dragged two traders, identified as D.Surya Rao and C.Laxmi, from their houses and threatened them to leave for their native place. On the charge of exploiting innocent tribals, the extremists in 2001 had ransacked their godowns and warned them to refrain from such activities.",Maoist,Maoist,Maoist
A group of 50 Maoists blew up a newly built community centre in the Akri village under the Dev block of Aurangabad District in the midnight of August 24. No casualty was reported as the building was empty when the Maoists triggered the blast.,Maoist,Maoist,Maoist
"Three Maoists, including an 'area commander', were arrested from a village in Rohtas District of Bihar.",Security,Security,Security
"Five CPI-Maoist cadres were arrested from different areas of Dumka District. One of the arrested Maoists, Mithilesh Mandal, had escaped during transit while returning from a court in Giridih in 2012. He faced several Naxal-related cases under different Police Stations and was the self-styled 'area commander' of the banned outfit, SP, Prabhat Kumar said. Two country-made pistols, two four wheelers, five ATM cards, five cheque books, seven mobiles, naxal literature, five passbooks of different banks were recovered from the possession of those arrested.",Security,Security,Security
Maoists set ablaze a porcelain machine used in canal construction work in Malkangiri District.,Maoist,Maoist,Maoist
"An auto rickshaw driver was injured when a group of armed extremists opened fire on a siren-fitted auto rickshaw heading for night patrolling near a paddy field in Charla town in Bhadrachalam division in Khammam District around midnight. P Nagendra (22) sustained bullet wounds. However, no policeman was present in the auto rickshaw.",Maoist,Maoist,Maoist
"Three landmines were reportedly detected in the Bonthavanka forest near Jillellamanda village in the Khambhamvari Palle mandal on the Chittoor-Kadapa District border. According to sources, the bombs were detected when the bomb squads were on a routine combing operation in an apparent bid to keep the track 'sterilised' as a precautionary measure.",Maoist,Unknown,Unknown
"Following a tip off from the IB, a joint team of State Police and IB arrested Sanjay Ganjhu alias Ramesh alias Rameshwar alias Pratap Ganjhu, member of the Bihar-Jharkhand-North-Chhattisgarh 'regional committee' and who carried a cash reward of INR One million on his head, from the border of West Singhbhum and Simdega Districts where the Maoists have called for election boycott.",Security,Security,Security
"A Maoist, Shibnath Mahato, wanted in connection with several criminal cases, was arrested from Ergoda in West Midnapore District. Mahato was a Maoist action squad member and had links with the PCPA.",Security,Security,Security
A CPI-Maoist cadre was killed in a brief encounter with SFs at Gorna Purjaripara village of Bijapur District in.,Unknown,Security,Security
"SFs recovered 100 kilograms of explosives in Gumla District. The place of recovery was near the residence of CPI-Maoist 'sub-zonal commander' Prasad Lakra alias Ashok, who was arrested from a Gumla village on June 11.",Security,Security,Security
"Shivnath Mandal, a CRPF trooper, was killed in a surprising attack by CPI-Maoist cadres on a 60-member CRPF contingent in Bijapur District.",Maoist,Maoist,Maoist
"A group of armed cadres of the CPI-Maoist opened fire at Laheri Police Station, under Bhamragarh division, in Gadchiroli District. The exchange of fire between Police and the Maoists continued for a long time, Police said, adding that no casualty had been reported in the incident so far.",Maoist,Maoist,Maoist
"Latehar District Police arrested a CPI-Maoist cadre Naveen alias Chotu Das alias Satish, one of the conspirators behind the Jehanabad jailbreak case, from the Sartand forest area, around 120 kilometers from State capital Ranchi. Latehar District Superintendent of Police, Ravikant Dhan, said the Maoist was heading towards Kurjrum on a motorbike to join the Kisan Bachao Rally, a protest movement of farmers. Some pamphlets and Maoist literature were recovered from his possession.",Security,Security,Security
"n a joint operation, the Bokaro District Police and CRPF personnel recovered a cache of arms and ammunition hidden in the Jhumda hill near Simrabera. The seizure included three bombs, two grenades, three automatic guns, 100 rounds of ammunition and three kilograms of explosives.",Security,Unknown,Unknown
"SFs, recovered two IEDs, planted allegedly by CPI-Maoist cadres near a Police Station in Sukma District. A joint team of SF personnel found the IEDs while carrying out a demining exercise near Fulbagdi Police Station on Kerlapal-Fulbagdi road, Sukma ASP Santosh Singh said. While one IED weighed 10 kilograms, another was of two kilograms, he said.",Maoist,Maoist,Maoist
"A villager was found dead with his throat slit, hours after CPI-Maoist had abducted him and four others from Dhabatar village of Jamui District.",Maoist,Maoist,Maoist
"A woman cadre of the CPI-Maoist was killed during a gunbattle between the Police and the Maoists in Banjipali area on the foothills of Gandhamardan forests in Bolangir District, Police said. Personnel of elite anti-Maoist SOG were conducting combing operation in Bajipali forests under Khaparakhol police station when they were fired upon by the Maoists which led to the gun battle",Security,Maoist,Maoist
"Suspected cadres of the CPI-Maoist shot dead Rabi Lochan Singh Mura, an AIFB supporter, in the Baghmundi area of Purulia District.",Maoist,Maoist,Maoist
"Passengers of the New Delhi-Puri Purushottam Express had a narrow escape as suspected CPI-Maoist cadres removed the connectors between two tracks on a 400 metre stretch near Gidni Station in West Bengal just before the train was to cross the area,. Patrolling railway men detected a group of people removing the pandoral clips, connectors between two tracks, and trying to bend the line near Gidni at around 1.15am (IST), a South Eastern Railway Spokesman said.  They immediately informed railway authorities at Gidni Station following which movement of trains was stopped.  Train movement was restored after six hours, the spokesman said. The supporters of the Maoist-backed PCPA squatted on the railway tracks in the Kharagpur-Adra division leading to disruption of train services for hours. According to the South Eastern Railway authorities, around 250 PCPA supporters squatted on the railway tracks, piled stone chips on the tracks and removed pandrol clips (device to hold the track and the concrete sleeper together) between the Midnapore and Godapiyashal Stations to observe ‘martyrs day’.",Maoist,Maoist,Maoist
"Police arrested two suspected CPI-Maoist cadres who were allegedly passing on information about assistant commandant of the 131st battalion of CRPF, Sadaram Singh, to the Maoists in Jamui District. Jagannath Yadav was arrested at Kathbazra village, while Pankaj Singh was arrested from Maheshwari village.",Security,Security,Security
"Police arrested Ram Pravesh Yadav alias Radheshayam, a Maoist leader and Prabha Devi, wife of the CPI-Maoist central committee member Arvind and seized an amount of INR 127, 000 from them from near the railway station in Jehanabad District. A pen drive, five mobile phones and designs of bomb manufacturing were also seized from their possession, Superintendent of Police Harpreet Kaur said. Yadav was wanted in the three cases of naxal activities, including the 2005 Jehanabad jail break case.",Security,Security,Security
"Suspected cadres of the CPI-Maoist killed three villagers, including two activists of the Maoist-backed PCPA, in separate attacks at Lalgarh and Salboni in West Midnapore District. Another unidentified body was found in Salboni with its throat slit.",Maoist,Maoist,Maoist
"The Maoists abducted Krishna Pidika, a supporter of the CMAS of Bandhugaon unit, from a market place in Almonda of Bandhugaon block in the District. A group of armed Maoists and their supporters dragged away Krishna from the market place.",Maoist,Maoist,Maoist
A separate group of Maoists exploded two buildings housing primary schools in Ghansitola village in the Latehar District.,Maoist,Maoist,Maoist
"Two cadres of the CPI-Maoist were arrested from Ghojadanga village near the Indo-Bangladesh border in Nadia District. The duo was identified as Sheikh Firdaus and Safikul. A 9-mm pistol, an improvised pistol, 13 rounds of cartridges and some important documents were recovered from them.",Security,Maoist,Maoist
"A joint team of DVF and CRPF arrested a Maoist, identified as Sanatan Deep (30), during a combing operation in Arhwal reserve forest range of Paikamal in Bargarh District.",Security,Security,Security
"Thota Ramulu ailias Sridhar, a District committee member of the Singareni Karmika Samakhya, an outlawed front organisation of the CPI-Maoist, is killed by the Police in an encounter near Boggagutta village in the Karimnagar District.",Security,Security,Security
CPI-Maoist cadres blew up a Government middle school at Srendag under Herhunj Police Station limits in Latehar District. Maoists numbering 20 to 25 used multiple landmines to bring down three of the five rooms of the school. The Maoists were led by Sarwanji.,Maoist,Maoist,Maoist
"Following subsequent raids conducted by the Hazaribag Police, 374 bags of ammonium nitrate concealed in two storehouses at Ichak More on the National Highway-33 and Nagwan village under the Ichak and Sadar Police Stations respectively were seized on an unspecified date. Two persons were arrested in this connection. Disclosing this on August 17, the Hazaribag Superintendent of Police (SP), Pankaj Kamboj, said that during the last two months the Police have arrested several persons for supplying explosives to the extremist groups, including the CPI-Maoist.",Security,Security,Security
"The Dantewada District Police of Chhattisgarh arrested two Maoists from Jhiraka area of the District. ""Bhima alias Somaru Telami and Ayata alias Budhu Barasa were arrested by the DRG on Friday. Both the Maoists were active between Bhansi and Kamalur area of Dantewada,"" said a press statement issued by Dantewada Police.",Security,Security,Security
"Two CPI-Maoist cadres were arrested at Barajaguda village under Kalimela Police station in the Malkangiri District. Police sources said that the duo, identified as Madhi Dewa and Badia Madkami, were allegedly involved in the murder of a man in their locality. Both the extremists, in their twenties, had joined the outfit as child recruits several years ago.",Security,Maoist,Maoist
STF of West Bengal Police arrested Joyeeta Das - a member of Matangini Mahila Samity (Matangini Women Organisation) and one of the key organizers of the Nandigram (West Bengal) land agitation - on charges of her nexus with CPI-Maoist.,Security,Security,Security
"Police arrested a top ranking cadre of the CPI-Maoist, identified as Pankaj alias Chunmun alias Ram Prasad alias Toto during a combing operation in the forests of Hanumana Hills under Ahraura Police Station area of Mirzapur District in Uttar Pradesh.",Security,Security,Security
"Amid heightened security for first phase of panchayat elections in Jharkhand, CPI-Maoist cadres set ablaze two trucks at Kolbhanga under Manoharpur Police limits in West Singhbhum District of Jharkhand. Sources said a group of about 35 Maoists intercepted some trucks carrying minerals from Chiria mines. The Maoists set ablaze the trucks after asking the truck crew to vacate the vehicles. Two trucks were totally gutted and one damaged partially. Crew of at least 22 other trucks fled from the spot leaving behind the vehicles. However, Police said ""In the absence of any poster, we are not sure which Maoist group is involved"".",Maoist,Maoist,Maoist
"Two cadres of CPI-Maoist, reportedly involved in the killing of Durga Devgan (50) on June 22 suspecting him to be a Police informer, were arrested by the Police in Keonjhar District.",Security,Security,Security
"Two senior CPI-Maoist cadres were killed in a forested stretch of Bijapur in the Bastar District, near the Andhra Pradesh border, in an hour-long encounter.",Unknown,Unknown,Unknown
"Bihar State Police arrested a CPI-Maoist cadre, resident of Dhokli village in Jamui District, from Banka District.",Security,Security,Security
"A villager, identified as Dasrath Malhar, was killed in crossfire between the CPI-Maoist and SFs in Bhalmara forest of Upperghat area under Nawadih Police Station in Bokaro District.",Unknown,Unknown,Unknown
19 Maoists including five carrying cash rewards on their heads were arrested during separate operations carried out by SF personnel in Sukma District.,Security,Security,Security
"A hardcore CPI-Maoist cadre, identified as Raja Rao Hontal (35) of Phulpadar village within Chitrakonda Police limits, surrendered before Police in Malkangiri District of Odisha.",Maoist,Maoist,Maoist
"The CPI-Maoist cadres killed a tribal man, identified as Madakam Adamal (45), accusing him of being a Police informer at a habitation of Gutti Koyas near Thatilanka village in Chintur mandal in Khammam District.",Maoist,Maoist,Maoist
"Ravindra Kumar, a BJP member in Koderma District, arrested for having links with LWEs. Ravindra Kumar alias Raju Mehta, is the proprietor of 'Sarang Explosive' and said to be an active member of the BJP at Phulwaria of Domchanch in Koderma District",Security,Unknown,Unknown
A Police patrol party narrowly survived two bomb blasts triggered by CPI-Maoist cadres in Malkangiri District of Odisha but two cows ended up dying.,Maoist,Maoist,Maoist
"Police arrested CPI-Maoist ‘Sabari area committee’, Mudraboina Sampath alias Saleem alias Suryam along with his wife Jadi Sammakka alias Shakuntala, ‘commander of the Chintoor local organisational squad’, in the Bhadrachalam division of Khammam District.",Security,Security,Security
"Seven Maoists, including a ""commander"", were arrested during raids from two places in Rohtas District. While Maoist 'commander', Sudarashan Ram alias Firoj, and his four accomplices were near an under-construction bridge over Sone river in the Dehri-on Sone two Maoists were arrested from Chutia area.",Security,Maoist,Maoist
The CPI-Maoist blew up a railway track in the West Singhbhum District at the Jharkhand-West Bengal border. The extremists blew up the railway track near Maharesal railway Station under Chakradhapur railway division at around 4.30am (IST). The Maoists have called for a nationwide strike on October 3 to protest the arrests of senior leaders Kobad Ghandy and Chhatradhar Mahato.,Maoist,Maoist,Maoist
"A 'sub-zonal commander' of the PLFI, Shankar Yadav, who was the prime accused in the August 31 abduction of Alok Kumar, circle officer of Panki in the Latehar District, was arrested during a search operation in the District, Superintendent of Police Kuldip Dwivedi told reporters. He said that Kumar was later set free by the extremists on September 2. Dwivedi added that a semi-automatic 9-mm pistol, magazines and live cartridges, two mobile sets and one motorcycle were seized from his possession. Yadav was wanted in at least eight other cases, including murder and arson.",Security,Security,Security
"Police arrested a PLFI activist, Prem Paswan, in connection with the Santosh Sao case.",Security,Security,Security
One person identified as Beni Ghakad was killed by the Maoist cadres in Kumakoleng village under Tongpal Police Station in Dantewada District.,Maoist,Maoist,Maoist
Around 15 heavily armed cadres of the CPI-Maoist stormed into the forest office at Ramgiri under Boipariguda Police Station in Koraput District and set off a landmine blowing up a portion of the building.,Maoist,Maoist,Maoist
"In the Anantapur District, cadres of the CPI-Maoist kill a Congress party activist at Katrimala village.",Maoist,Maoist,Maoist
The Police arrested three suspected Maoist cadres from Bankura District in connection with the killing of a Police officer.,Security,Maoist,Maoist
SFs recovered explosives from a dump in Bimagunda forests in Kanker District.,Security,Unknown,Unknown
A CPI-Maoist camp was busted by the SFs following an exchange of fire in Kholibhitar inside Sunabeda Wildlife Sanctuary in Nuapada District. There was no casualty on either side. Nuapada Superintendent of Police (SP) Pinak Mishra said there was a group of 20 to 25 Maoists in the camp and it managed to escape under the cover of darkness.,Security,Security,Security
A CPI-Maoist woman cadre was killed and three others were arrested following an encounter with the Police at an unspecified location in the Kanker District.,Security,Security,Security
"Maoists killed two persons at Kuitopa village under the Keraikela Police Station area in the West Singhbhum District, suspecting them to be Police informers. Sources said a group of about 15 armed Maoists raided the house of village head Yugal Kishore Tanti and Jeevlal Swansi, dragged out of their houses and took them to the Kuitopa culvert before they were shot dead. While Tanti was the traditional village head of Kuitopa, Swansi was the Bharatiya Janata Party (BJP) Yuva Morcha president of Bandgaon block.",Maoist,Maoist,Maoist
"Manika Kumbruka alias Kumari (19), a ‘deputy commander’ in the team of Maoist ‘commander’ Azad, surrendered in Rayagada District. Earlier, she used to be the ‘commander’ of Jangudi Dalam (squad) of the Maoists.",Maoist,Maoist,Maoist
"Andhra Pradesh Police arrested two TJS cadres from Sircilla in the Karimnagar District. Two 0.9 mm pistols and 24 rounds of ammunition were recovered from the arrested extremists, identified as Vemula Ramesh a.k.a. Sagar and Chepyala Raju, both natives of Konraopet mandal in the Sircilla division. Superintendent of Police, Y. Gangadhar, claimed that with these arrests the TJS has been neutralised in the Karimnagar District.",Security,Security,Security
Suspected CPI-Maoist cadres attacked a brick kiln unit at Purnahiya in Sheohar District and fired at an accounts clerk.,Maoist,Maoist,Maoist
"A woman cadre of the CPI-Maoist, identified as Lilmuni (18) from Babuhan Tola of Sangrampur village under Gola Police Station, surrendered before the Police.",Maoist,Maoist,Maoist
"Narayan Suna (46), a Police home guard, was shot dead by the CPI-Maoist cadres at Majhipalli village in Paikamal area in Bargarh District of Odisha.",Maoist,Maoist,Maoist
"The CPI-Maoist cadres killed sarpanch Chamru Kulle Joi (40) of NCP, in Gardewada village under Etapalli tehsil of Gadchiroli District. Sources claimed that the Maoists abducted Joi and shot him dead.",Maoist,Maoist,Maoist
"Cadres of the CPI-Maoist killed Gangadhar Chalan, former deputy Sarpanch of Madulipada panchayat in Malkangiri District in the night, suspecting him to be a Police Informer. His bullet ridden body was found in a forest near Atalaguda under Mudulipada Police Station limits.",Maoist,Maoist,Maoist
"A Police Constable was killed in a pressure bomb blast triggered by CPI-Maoist cadres, in Bijapur District. The incident occurred in a forest between Matwada and Jangla villages under Jangla Police Station limits of the District, when a Road Opening Party was carrying out its task in the region, Bijapur ASP Indira Kalyan Elsela said. After the team covered a distance of around 1.5 kilometres, assistant Constable Ayitu Lekam accidentally came in contact with a pressure bomb planted by the Maoists that exploded, injuring him critically, the ASP said. ""Lekam, who was posted at Jangla police station, succumbed to his injuries while being taken out from the forest,"" he said.",Maoist,Maoist,Maoist
"Three Maoists, including two carrying rewards on them, surrendered before Malkangiri SP Mitrabhanu Mohapatra. The surrendered Maoists were Muka Kunjami (35), Mukund Sodi (30) and Budra Kunjami (32). The Government of Odisha had declared a reward of INR 100,000 each for capture of Muka and Mukund. All these surrendered Maoists were members of Podia LOS of Malkangiri division under AOBSZC of the CPI-Maoist.",Maoist,Maoist,Maoist
Police exchanged fire with a group of armed cadres of the CPI-Maoist in the forests of Moddulamada village,Security,Unknown,Unknown
"The CPI-Maoist cadres killed a village chief in Malkangiri District. Kasa Madhi was the chief of Palkhonda village under Malkangiri Police Station limits. His body was located in the morning near Talkonda village, about 15 km from Malkangiri town. The Sub-Divisional Police Officer of Malkangiri, Anup Sahu, said Madhi was beaten to death by his assailants. According to him, initial findings hint that it could be the handiwork of the Maoists. The insurgents had reportedly conducted a meeting in the village a few hours before his murder.",Maoist,Maoist,Maoist
"A CPI Maoist cadre, identified as Shankar Munda alias Johan Barla (27), involved in series of violent incidents in Odisha and neighbouring Jharkhand, surrendered before Police in the presence of Bonai ASP R.B. Panigrahi and CRPF Assistant commandant Rakesh Sharma in Bonai subdivision in Sundargarh District of Odisha. He was active as an armed cadre in the Saranda forest area from 2007 to 2012, and was involved in a series of incidents of Maoist violence in Tholkabad and Dhiga area of Jharkhand and bordering villages under Saranda village area of Odisha.",Maoist,Maoist,Maoist
"Maoist 'commander', Kundan Pahan's girl-friend and the 'second-in-command' of the Maoist squad was arrested from Pithoria in Kanke tehsil of Ranchi District and a pistol and four bullets were seized from her.",Security,Security,Security
"Three Maoists were arrested by a joint team of CRPF from Bhusaras village under Gadiras Police Station limits of Sukma District. The arrested trio was identified as Sodhi Joga (28), Madkami Joga (30) and Madvi Deva (25).",Security,Security,Security
"CPI-Maoist cadres killed Rajkumar Nayak, an activist of the 'Salwa Judum', (anti-Maoist vigilante group), under Mirtur Police station in Bijapur District.",Maoist,Maoist,Maoist
"Police and the STF in a joint operation arrested four CPI-Maoist cadres in Gaya District and recovered 200 live cartridges and three cellular phones from them. The arrestees were identified as Ramadha Yadav, Umesh Yadav, Ram Janam and Parshuram, whom the Police described as being active cadres of the Moist Communist Centre. The four CPI-Maoists cadres were arrested when they were reportedly waiting to deliver the consignment of cartridges, Police said. ""We had gone there (at the destination to exchange arms), stopped our vehicle, our friends took time to reach the place. We were calling them, but got caught by the Police,"" said one of the arrested CPI-Maoists, Umesh Yadav.",Security,Security,Security
"Suspected CPI-Maoist cadres shot dead the OIC of a Police Station in Gaya District. DIG of Police Saurabh Kumar said three motorcycle-borne suspected Maoists fired four bullets at the OIC of Kotchi Police Station Quuam Ansari killing him on the spot. The OIC was on a morning walk when the assailants attacked him, the DIG said.",Maoist,Maoist,Maoist
"Two troopers of the SSB were killed when CPI-Maoist cadres attacked a joint team of SSB and District armed Police conducting a special operation near Katahaldih under Sundar Pahari Police Station of Godda District of Jharkhand. Police spokesperson S N Pradhan said that Police have recovered one SLR left behind by the Maoists. ""The Maoists ran away as security forces retaliated with force. They have also suffered heavy injuries,"" he said. No dead body of Maoist has, however, been recovered so far.",Security,Maoist,Maoist
The CPI-Maoist cadres allegedly set afire a cell phone tower of a private telecom company at Kothapalli village in Dummugudem mandal in Khammam District.,Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Ludru Tamo (26), was arrested from Geedam town of Dantewada District, Chhattisgarh. He carried a reward of INR 500,000 on his head. Tamo, who was a 'deputy commander' of a LOS was spotted by Police informers in Geedam market where he had arrived to procure commodities of daily use and publicity items for ongoing PLGA week.",Security,Security,Security
"Purulia Police arrested five Maoist squad members, including an ‘area commander’ Nanda Kumar alias Anand Kumar, who carried a reward of INR 50,000 on his head. The four others were identified as Bhabataran Mahato, Gobardhan Mura, Umacharan Mura and Mansaram Mandi. The Police claimed that all five are the members of a Maoist squad active in the Ayodhya Hills. Nandakumar hails from Kerua village near Ghatbera of Balarampur and the four others are from the Bagmundi area. The Police recovered a revolver from them.",Security,Security,Security
"Around 25 CPI-Maoist cadres, including female cadres, set on fire an excavator at Chulabhat area in Nuapada District of Odisha.",Maoist,Maoist,Maoist
The Warangal rural Police arrested two CPI-Maoist cadres at Kothaguda mandal in Warangal District of Andhra Pradesh during checking of vehicles. The two were identified as Dadi Sambaiah of Komatlagudem and another Malothu Badradri of Jangalapalli village in Kothaguda.,Security,Security,Security
"Maoist cadres fired about a dozen shots on Indradeo Prasad, a farmer near Narayanpur Bazar, under Rajepur Police Station area in East Champaran District killing him on the spot.",Maoist,Maoist,Maoist
"STF personnel arrested Avinash, the spokesperson of east Bihar and north Jharkhand zonal committee of CPI-Maoist, from a place near Belhar-Jamui border in Banka District, reports Telegraph.",Security,Security,Security
"Police arrested two women CPI-Maoist cadres, Hita Kendruka and Sangita Mandangiri, during a combing operation in Chintaguda forest under Koraput District.",Security,Security,Security
"Three CPI-Maoist cadres, including a couple who were allegedly involved in 2010 Tadmetla incident in which 76 SF personnel were killed, surrendered before Chhattisgarh's SIB in Raipur. ""The Naxals turned themselves in expressing their desire to lead a normal family life and at the same time cited disappointment with Maoist policy,"" SDGP (Anti-Naxal operations/ SIB) DM Awasthi said. Of them, a 'section Commander' of Naxal Military Battalion number 1, Jhitru alias Jittu (27) and his wife Sapka Pojje (23) who was also a member of the same military battalion, were key cadres of the CPI-Maoist in south Bastar, he said.",Maoist,Maoist,Maoist
SFs recovered land mines at Pendri and Aldandi in Etapalli taluka under Aheri constituency in Gadchiroli District of Maharashtra.,Security,Unknown,Unknown
CPI-Maoists cadres abducted a station master from the Kechki station in Palamau District. More than 150 armed Maoists attacked the station and abducted the station master and a porter. While the porter has been released there has been no information on the abducted official as yet,Maoist,Maoist,Maoist
"Two Policemen - Joge Atram and Swaroop Kumar Amrutkar - were killed in an encounter between Gadchiroli Police and CPI-Maoist cadres in Hekker forest under Etapalli tehsil of Gadchiroli District. Reports that one more trooper was injured in the gun battle could not be confirmed. Sources claimed that search operations were underway in the forests under Jambiagutta outpost since last five days following intelligence about Maoists camping in the area. While the Police party was returning to the base after the daylong search operation late in the afternoon, they were ambushed by Maoists in Hekker forest, around 25 km from Jambiagutta outpost. Reports suggest that a fierce gun battle took place in which two troopers were killed and one was injured. There were also reports of Maoists triggering a landmine blast during the encounter, but that could not be confirmed.",Security,Maoist,Maoist
A CoBRA trooper of 204 Battalion was injured in an encounter between SFs and Maoists in the forests under the Basaguda Police Station limits in Bijapur District.,Unknown,Security,Security
"Four Police personnel were killed and 16 others injured when CPI-Maoist cadres detonated a landmine blast targeting a Police vehicle at Michgaon village near the forest belt of Durgkondal in the Kanker District. Three of the victims were identified as Assistant Sub-Inspector Najgir Baksh, Lokesh Sahu and the vehicle driver Asharam Dugga. Subsequently, another security force personnel succumbed to his injuries taking the toll to five.",Maoist,Maoist,Maoist
"A top ranking CPI-Maoist cadre identified as Sukra Oraon alias Jogeshwar Oraon, son of Gondura Ganjhu of Pali village under Senha Police Station, was arrested from Ita-Barhi village under Bhandra block in the District.",Security,Security,Security
Khammam District Police had an encounter with the CPI-Maoist cadres at Satyanarayanapuram village in Cherla mandal. Telangana State DGP Anurag Sharma said that the encounter lasted for an hour. He said that a group of 10 to 15 Maoists had come to the village to set afire a communication tower. He further said Maoist activity has come down in Telangana during 2014. Four people were killed in Maoist violence this year (2014) as against five last year (2013).,Unknown,Unknown,Unknown
"A Maoist cadre, identified as Suklal (30) was arrested during a joint search operation by the SFs from Mahurpat village under Tadoki Police Station limits in Kanker District of Chhattisgarh.",Security,Security,Security
"One PLFI cadre, identified as Janeshwar Gope, surrendered before Khunti District Police. Gope was wanted in more than eight cases including cases of murder and kidnapping.",Maoist,Maoist,Maoist
"An encounter occurred between a CRPF patrol team and the Maoists in Jhumra, about 113 kilometres from Bokaro. More than 1,100 rounds were exchanged between the troopers and some 50 Maoists for over three hours. However, no casualties were reported.",Security,Unknown,Unknown
Five CPI-Maoist militia members surrendered before the Police in Kondagaon District.,Maoist,Maoist,Maoist
"CPI-Maoist cadres shot and injured a Police constable, identified as Pritam Singh Rajput, at a bus stand in Sukma town in Sukma District.",Maoist,Maoist,Maoist
An unidentified Maoist was killed in an encounter with Police personnel at a place between Botanfundi and Kudkeli in the Gadchiroli District.,Unknown,Maoist,Maoist
"A large quantity of explosive material, suspected to have been hidden by the CPI-Maoist cadres for making landmines and bombs, was unearthed at Pusatadh forest in the Gaya District. Superintendent of Police, Amit Jain, told that acting on a tip-off from arrested Maoist ‘commander’ Ajay Kanu, security forces conducted a search and found 10 bags, each containing 50 kilograms of ammonium nitrate.",Security,Security,Security
Police officials said that they have arrested six CPI-Maoist cadres and recovered explosives during an overnight raid in the Narayanpur area near Abujhmad locality in the Bastar region.,Security,Security,Security
"The Police arrested three suspected CPI-Maoist cadres in Bangalore. The arrestees were identified as Asha, Devendrappa alias Vishnu and Geetha alias Gangamma. Mahesh alias Kiran (31), a native of Raichur who had been residing in Bangalore, was arrested at the KSRTC bus stand on November 19. On interrogation, he had revealed that he was a member of the CPI-Maoist and 'state secretary' of Karnataka Janandolana Samithi. Based on his disclosure and on inputs from Andhra Pradesh Police, a joint raid was conducted by Karnataka Anti-Terrorist Cell and Shimoga Police at Muddamma Badavane, Chikkabanavara in Bangalore and the three were arrested. Devendrappa, a law dropout, had been active as a student leader and organised the students through Pragathipara Vidyarthi Kendra. He later joined the 'central committee' of the Maoist movement as a member. Devendrappa was also involved in the Panchavati Colony movement organized by Parvathi, who had been killed in the Idu encounter. Police said he had narrowly escaped during that encounter. He also worked in Vimukti, a magazine edited by Saketh Rajan, who was killed in the Menasinahadya encounter. Asha studied at Sahyadri College and Kuvempu University and was active in theatre.",Security,Security,Security
"A Maoist cadre carrying a cash award of INR 17,000 on his head was arrested during a joint search operation in Kondagaon District.",Security,Security,Security
A woman CPI-Maoist cadre identified as Sunita Kumari alias Shanti surrendered before the Police in Lohardaga District.,Maoist,Maoist,Maoist
